,Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,VWAP,Average Price,Day_Perc_Change,Trend
189,2019-01-25,1101.51,1094.23,1103.36,1091.8,1160000.0,1,2019,1168.3417737877066,1097.725,0.020048895227159136,Slight or No change
190,2019-01-24,1084.0,1082.51,1088.0,1070.02,1460000.0,1,2019,1167.9193737739784,1081.1325000000002,-0.015896360450654123,Slight or No change
191,2019-01-23,1084.41,1086.86,1092.95,1067.57,1260000.0,1,2019,1167.5599878421579,1082.9475,0.0003782287822879926,Slight or No change
192,2019-01-22,1078.63,1096.0,1098.97,1070.89,1980000.0,1,2019,1166.962620323595,1086.1225000000002,-0.005330087328593414,Slight or No change
193,2019-01-18,1107.3,1108.59,1118.0,1099.28,2240000.0,1,2019,1166.5126429815912,1108.2925,0.026580013535688618,Slight or No change
194,2019-01-17,1099.12,1087.99,1100.7,1083.26,1240000.0,1,2019,1166.2324449690589,1092.7675,-0.007387338571299584,Slight or No change
195,2019-01-16,1089.51,1090.0,1102.36,1088.01,1910000.0,1,2019,1165.7442264581616,1092.47,-0.008743358323021977,Slight or No change
196,2019-01-15,1086.51,1058.01,1088.27,1054.44,1880000.0,1,2019,1165.2510328984106,1071.8075,-0.0027535314040256775,Slight or No change
197,2019-01-14,1051.51,1053.34,1058.45,1048.55,1420000.0,1,2019,1164.7187834829483,1052.9625,-0.032213233196196955,Slight or No change
198,2019-01-11,1064.47,1069.9,1073.37,1056.43,1540000.0,1,2019,1164.2125963855733,1066.0425,0.01232513242860267,Slight or No change
199,2019-01-10,1078.83,1074.94,1079.81,1064.68,1330000.0,1,2019,1163.8418793896178,1074.565,0.01349028154856402,Slight or No change
200,2019-01-09,1081.65,1087.99,1091.64,1074.37,1350000.0,1,2019,1163.4812389743863,1083.9125000000001,0.0026139428825673328,Slight or No change
201,2019-01-08,1085.37,1086.0,1093.35,1068.35,1770000.0,1,2019,1163.0344450850953,1083.2675,0.003439190126195868,Slight or No change
202,2019-01-07,1075.92,1080.97,1082.7,1062.64,2370000.0,1,2019,1162.372311847175,1075.5575000000001,-0.008706708311451261,Slight or No change
203,2019-01-04,1078.07,1042.56,1080.0,1036.86,2300000.0,1,2019,1161.7550314457678,1059.3725,0.001998289835675404,Slight or No change
204,2019-01-03,1025.47,1050.67,1066.26,1022.37,2100000.0,1,2019,1160.8499476193551,1041.1925,-0.04879089483985266,Slight or No change
205,2019-01-02,1054.68,1027.2,1060.79,1025.28,1590000.0,1,2019,1160.3187675139588,1041.9875,0.02848449979034018,Slight or No change
206,2018-12-31,1044.96,1057.83,1062.99,1033.04,1660000.0,12,2018,1159.7193365262408,1049.705,-0.009216065536466034,Slight or No change
207,2018-12-28,1046.68,1059.5,1064.23,1042.0,1720000.0,12,2018,1159.1139865201753,1053.1025,0.0016459960189862954,Slight or No change
208,2018-12-27,1052.9,1026.2,1053.34,1007.0,2300000.0,12,2018,1158.3587914773182,1034.8600000000001,0.0059425994573318874,Slight or No change
209,2018-12-26,1047.85,997.99,1048.45,992.64,2320000.0,12,2018,1157.5718711296688,1021.7325,-0.00479627694937812,Slight or No change
210,2018-12-24,984.67,984.32,1012.12,977.66,1820000.0,12,2018,1156.6113703264693,989.6925,-0.060294889535715934,Slight or No change
211,2018-12-21,991.25,1032.04,1037.67,981.19,5230000.0,12,2018,1154.0131002388987,1010.5375,0.0066824418333046864,Slight or No change
212,2018-12-20,1023.58,1026.0,1047.44,1007.86,2680000.0,12,2018,1152.9712905771016,1026.22,0.03261538461538471,Slight or No change
213,2018-12-19,1035.46,1047.29,1075.71,1019.43,2910000.0,12,2018,1151.9609028790792,1044.4725,0.011606322905879374,Slight or No change
214,2018-12-18,1043.41,1034.0,1059.69,1030.48,2180000.0,12,2018,1151.2661714306248,1041.895,0.007677747088250753,Slight or No change
215,2018-12-17,1025.65,1047.01,1062.38,1016.63,2500000.0,12,2018,1150.3509277936007,1037.9175,-0.017021113464505744,Slight or No change
216,2018-12-14,1051.71,1060.02,1071.72,1049.37,1820000.0,12,2018,1149.830473995326,1058.205,0.025408277677570368,Slight or No change
217,2018-12-13,1073.54,1075.67,1088.42,1064.99,1250000.0,12,2018,1149.555011154208,1075.655,0.020756672466744508,Slight or No change
218,2018-12-12,1073.73,1077.08,1091.73,1071.97,1450000.0,12,2018,1149.2387484569624,1078.6275,0.00017698455576886651,Slight or No change
219,2018-12-11,1061.65,1066.94,1070.4,1050.1,1690000.0,12,2018,1148.8150114627274,1062.2725,-0.011250500591396317,Slight or No change
220,2018-12-10,1053.18,1042.94,1059.6,1033.0,1680000.0,12,2018,1148.3572871725091,1047.1799999999998,-0.007978147223661303,Slight or No change
221,2018-12-07,1046.58,1072.23,1085.03,1039.37,2130000.0,12,2018,1147.7434109226588,1060.8025,-0.006266735031048909,Slight or No change
222,2018-12-06,1078.08,1045.0,1079.42,1042.48,2370000.0,12,2018,1147.279004146749,1061.245,0.030098033595138407,Slight or No change
223,2018-12-04,1062.47,1112.99,1114.24,1060.78,2280000.0,12,2018,1146.7385660973846,1087.62,-0.014479444939150987,Slight or No change
224,2018-12-03,1116.36,1132.16,1135.0,1111.73,2880000.0,12,2018,1146.495990524582,1123.8125,0.050721432134554156,Slight or No change
225,2018-11-30,1109.65,1095.63,1109.65,1083.18,2980000.0,11,2018,1146.194050798315,1099.5275000000001,-0.006010605897738941,Slight or No change
226,2018-11-29,1094.58,1083.53,1100.15,1082.0,1550000.0,11,2018,1145.9749892089922,1090.065,-0.013580858829360776,Slight or No change
227,2018-11-28,1091.79,1057.46,1092.86,1042.95,2300000.0,11,2018,1145.6358743182557,1071.2649999999999,-0.0025489228745272374,Slight or No change
228,2018-11-27,1052.28,1051.34,1066.76,1045.5,1650000.0,11,2018,1145.2186014853166,1053.97,-0.0361882779655428,Slight or No change
229,2018-11-26,1055.94,1044.0,1057.0,1039.77,1580000.0,11,2018,1144.8381107085863,1049.1775,0.003478161706009786,Slight or No change
230,2018-11-23,1030.1,1033.5,1043.0,1028.52,708860.0,11,2018,1144.6191439288298,1033.78,-0.024471087372388678,Slight or No change
231,2018-11-21,1043.43,1045.31,1054.7,1039.45,1490000.0,11,2018,1144.21485522097,1045.7224999999999,0.012940491214445293,Slight or No change
232,2018-11-20,1030.45,1007.29,1037.35,1002.21,2720000.0,11,2018,1143.3911110001334,1019.325,-0.012439742004734411,Slight or No change
233,2018-11-19,1027.42,1063.39,1068.0,1022.87,2280000.0,11,2018,1142.691475148326,1045.42,-0.0029404629045561848,Slight or No change
234,2018-11-16,1068.27,1065.23,1072.44,1054.9,1770000.0,11,2018,1142.3445548524644,1065.21,0.03975978665005542,Slight or No change
235,2018-11-15,1071.05,1051.46,1078.87,1041.29,2080000.0,11,2018,1141.9561315338099,1060.6675,0.0026023383601523342,Slight or No change
236,2018-11-14,1054.58,1060.0,1065.79,1041.11,1730000.0,11,2018,1141.5619820152262,1055.37,-0.01537743335978714,Slight or No change
237,2018-11-13,1047.97,1054.81,1066.66,1040.4,1290000.0,11,2018,1141.2482259914655,1052.46,-0.006267898120578708,Slight or No change
238,2018-11-12,1049.36,1073.13,1074.1,1040.35,1700000.0,11,2018,1140.8440615731267,1059.235,0.0013263738465794095,Slight or No change
239,2018-11-09,1077.02,1084.02,1088.35,1064.26,1740000.0,11,2018,1140.5580179964468,1078.4125,0.02635892353434488,Slight or No change
240,2018-11-08,1094.63,1107.3,1108.22,1084.36,1690000.0,11,2018,1140.358961408257,1098.6275,0.016350671296726293,Slight or No change
241,2018-11-07,1108.24,1083.49,1109.93,1080.59,2170000.0,11,2018,1140.1812058502874,1095.5625,0.012433424992919884,Slight or No change
242,2018-11-06,1069.57,1055.02,1079.82,1053.61,1430000.0,11,2018,1139.9246212258508,1064.5049999999999,-0.034893163935609706,Slight or No change
243,2018-11-05,1055.73,1072.53,1073.35,1034.0,2270000.0,11,2018,1139.4417478840633,1058.9025000000001,-0.012939779537571083,Slight or No change
244,2018-11-02,1071.49,1089.0,1098.0,1067.66,2170000.0,11,2018,1139.0712302753254,1081.5375,0.014928059257575343,Slight or No change
245,2018-11-01,1085.98,1091.4,1099.9,1077.82,2009999.9999999998,11,2018,1138.8044342237388,1088.775,0.01352322466845246,Slight or No change
246,2018-10-31,1090.58,1068.2,1108.0,1068.2,3550000.0,10,2018,1138.380187492869,1083.745,0.004235805447614149,Slight or No change
247,2018-10-30,1049.51,1020.01,1050.9,1013.97,2990000.0,10,2018,1137.726539075415,1033.5975,-0.037658860422894236,Slight or No change
248,2018-10-29,1034.73,1096.54,1108.83,1007.2,4059999.9999999995,10,2018,1136.7080655776929,1061.825,-0.014082762431992024,Slight or No change
249,2018-10-26,1083.75,1048.33,1117.0,1042.23,5320000.0,10,2018,1136.030652311843,1072.8274999999999,0.0473746774520889,Slight or No change
250,2018-10-25,1103.59,1080.3,1117.82,1075.55,3650000.0,10,2018,1135.7484259356452,1094.315,0.018306805074971066,Slight or No change
251,2018-10-24,1057.12,1115.0,1116.62,1055.06,2460000.0,10,2018,1135.2900826907198,1085.9499999999998,-0.04210802924999324,Slight or No change
252,2018-10-23,1114.91,1091.29,1118.0,1079.01,1880000.0,10,2018,1135.199694953713,1100.8025,0.05466739821401556,Slight or No change
253,2018-10-22,1111.37,1112.51,1121.69,1100.0,1360000.0,10,2018,1135.1234849529365,1111.3925,-0.003175144182041789,Slight or No change
254,2018-10-19,1105.18,1103.71,1120.95,1097.03,2060000.0,10,2018,1134.9791320870968,1106.7175,-0.005569702259373366,Slight or No change
255,2018-10-18,1097.91,1130.0,1132.35,1086.34,2310000.0,10,2018,1134.7798176234742,1111.6499999999999,-0.006578113972384614,Slight or No change
256,2018-10-17,1127.59,1140.0,1147.0,1114.0,1780000.0,10,2018,1134.7501517835792,1132.1475,0.02703318122614773,Slight or No change
257,2018-10-16,1133.08,1113.48,1136.37,1111.75,1920000.0,10,2018,1134.742751517189,1123.67,0.0048687909612536995,Slight or No change
258,2018-10-15,1102.44,1118.0,1121.8,1098.22,1500000.0,10,2018,1134.6313168846368,1110.115,-0.027041338652169178,Slight or No change
259,2018-10-12,1120.54,1119.64,1125.83,1095.03,2470000.0,10,2018,1134.5517233271714,1115.26,0.01641812706360435,Slight or No change
260,2018-10-11,1090.74,1079.04,1116.06,1075.89,3380000.0,10,2018,1134.215682158221,1090.4325,-0.026594320595427212,Slight or No change
261,2018-10-10,1092.16,1136.4,1137.02,1091.51,2950000.0,10,2018,1133.9360194731953,1114.2725,0.001301868456277555,Slight or No change
262,2018-10-09,1145.17,1151.31,1161.55,1144.17,1680000.0,10,2018,1133.9784022297902,1150.55,0.04853684441840023,Slight or No change
263,2018-10-08,1155.92,1160.0,1175.86,1135.4,2310000.0,10,2018,1134.0916368951366,1156.795,0.0093872525476566,Slight or No change
264,2018-10-05,1167.83,1176.0,1182.0,1154.32,1590000.0,10,2018,1134.2110577953197,1170.0375,0.010303481209772203,Slight or No change
265,2018-10-04,1177.07,1205.03,1205.9,1163.85,2330000.0,10,2018,1134.4322193936239,1187.9625,0.007912110495534419,Slight or No change
266,2018-10-03,1211.53,1212.0,1214.18,1202.15,1310000.0,10,2018,1134.6552514838097,1209.9650000000001,0.029276083835285904,Slight or No change
267,2018-10-02,1207.64,1206.67,1224.52,1199.66,2009999.9999999998,10,2018,1134.9777731858962,1209.6225000000002,-0.0032108160755407456,Slight or No change
268,2018-10-01,1208.53,1213.0,1224.2,1203.19,1660000.0,10,2018,1135.2452293372594,1212.23,0.0007369745950778217,Slight or No change
269,2018-09-28,1207.08,1204.09,1208.45,1197.83,1780000.0,9,2018,1135.5242351860743,1204.3625,-0.0011998047214384355,Slight or No change
270,2018-09-27,1207.36,1200.0,1216.86,1198.05,1810000.0,9,2018,1135.8068312067426,1205.5674999999999,0.0002319647413593362,Slight or No change
271,2018-09-26,1194.06,1193.69,1207.24,1185.4,1880000.0,9,2018,1136.043888441492,1195.0974999999999,-0.011015769944341391,Slight or No change
272,2018-09-25,1193.89,1184.25,1196.86,1174.09,1660000.0,9,2018,1136.250998098788,1187.2725,-0.00014237140512185498,Slight or No change
273,2018-09-24,1179.56,1159.41,1185.19,1151.5,1560000.0,9,2018,1136.3962300121916,1168.915,-0.012002780825704384,Slight or No change
274,2018-09-21,1172.12,1194.92,1196.58,1172.06,4560000.0,9,2018,1136.7430028677556,1183.92,-0.006307436671301181,Slight or No change
275,2018-09-20,1191.57,1180.67,1194.0,1176.25,1460000.0,9,2018,1136.9128751829182,1185.6225,0.01659386410947694,Slight or No change
276,2018-09-19,1174.27,1168.96,1176.27,1158.62,1300000.0,9,2018,1137.015652105087,1169.53,-0.014518660254957738,Slight or No change
277,2018-09-18,1167.11,1162.66,1181.33,1161.42,1620000.0,9,2018,1137.118475601397,1168.13,-0.006097405196419992,Slight or No change
278,2018-09-17,1159.83,1177.77,1181.82,1158.45,1700000.0,9,2018,1137.1996152782774,1169.4675,-0.006237629700713732,Slight or No change
279,2018-09-14,1177.98,1188.0,1188.0,1173.52,1210000.0,9,2018,1137.3030512992445,1181.875,0.015648845089366592,Slight or No change
280,2018-09-13,1182.14,1179.7,1187.86,1169.22,2000000.0,9,2018,1137.490241979206,1179.73,0.0035314691251124852,Slight or No change
281,2018-09-12,1171.6,1182.0,1190.69,1166.16,1790000.0,9,2018,1137.6172204537932,1177.6125,-0.008916033633918352,Slight or No change
282,2018-09-11,1189.99,1171.1,1190.94,1165.95,1460000.0,9,2018,1137.7757609615967,1179.4950000000001,0.015696483441447695,Slight or No change
283,2018-09-10,1175.06,1184.2,1186.66,1170.61,1380000.0,9,2018,1137.8821373571197,1179.1325,-0.012546323918688485,Slight or No change
284,2018-09-07,1177.59,1172.0,1188.55,1169.27,1630000.0,9,2018,1138.0155029833647,1176.8525,0.0021530815447721174,Slight or No change
285,2018-09-06,1183.99,1198.57,1198.99,1163.61,2340000.0,9,2018,1138.2361122005511,1186.29,0.00543482876043444,Slight or No change
286,2018-09-05,1199.1,1209.22,1214.87,1175.34,2700000.0,9,2018,1138.5712445246372,1199.6325,0.012761932110912921,Slight or No change
287,2018-09-04,1211.31,1222.52,1227.87,1206.56,2069999.9999999998,9,2018,1138.8770178352233,1217.065,0.010182636977733361,Slight or No change
288,2018-08-31,1231.8,1252.21,1252.55,1225.75,2120000.0,8,2018,1139.2753603191063,1240.5775,0.016915570745721586,Slight or No change
289,2018-08-30,1254.44,1263.4,1269.49,1247.21,1510000.0,8,2018,1139.625926244531,1258.635,0.01837960707907138,Slight or No change
290,2018-08-29,1264.65,1255.0,1267.17,1252.8,1850000.0,8,2018,1140.090465378384,1259.905,0.008139089952488687,Slight or No change
291,2018-08-28,1245.86,1255.9,1256.56,1242.97,1370000.0,8,2018,1140.3806970145356,1250.3225,-0.014857865812675564,Slight or No change
292,2018-08-27,1256.27,1244.14,1257.87,1240.68,1430000.0,8,2018,1140.7116763351098,1249.74,0.008355673992262336,Slight or No change
293,2018-08-24,1236.75,1226.0,1237.4,1221.42,1220000.0,8,2018,1140.9451129440508,1230.3925,-0.015538061085594634,Slight or No change
294,2018-08-23,1221.16,1219.88,1235.17,1219.35,1230000.0,8,2018,1141.1412057579207,1223.8899999999999,-0.012605619567414572,Slight or No change
295,2018-08-22,1221.75,1214.22,1226.53,1213.22,1110000.0,8,2018,1141.3186451145505,1218.93,0.0004831471715418534,Slight or No change
296,2018-08-21,1217.41,1223.02,1232.76,1215.03,1150000.0,8,2018,1141.4917815208958,1222.055,-0.0035522815633312055,Slight or No change
297,2018-08-20,1221.95,1220.66,1225.91,1208.7,1110000.0,8,2018,1141.6680992025051,1219.305,0.0037292284439918166,Slight or No change
298,2018-08-17,1215.85,1222.04,1226.95,1204.0,1650000.0,8,2018,1141.908963236554,1217.21,-0.004992020950120857,Slight or No change
299,2018-08-16,1224.06,1241.99,1243.7,1219.63,1610000.0,8,2018,1142.1684141545622,1232.345,0.006752477690504577,Slight or No change
300,2018-08-15,1232.22,1244.28,1251.98,1226.24,1850000.0,8,2018,1142.4940304830582,1238.68,0.0066663398852997435,Slight or No change
301,2018-08-14,1258.14,1252.5,1260.59,1239.54,1400000.0,8,2018,1142.80961439919,1252.6925,0.021035204752398062,Slight or No change
302,2018-08-13,1248.64,1251.2,1265.97,1247.03,1380000.0,8,2018,1143.0935233930031,1253.21,-0.007550829001541914,Slight or No change
303,2018-08-10,1252.51,1259.18,1261.2,1247.16,1330000.0,8,2018,1143.3756880673534,1255.0125,0.003099372116863064,Slight or No change
304,2018-08-09,1264.46,1262.73,1271.96,1260.1,1370000.0,8,2018,1143.6964808597797,1264.8125,0.009540841989285509,Slight or No change
305,2018-08-08,1261.33,1256.72,1271.72,1252.12,1720000.0,8,2018,1144.0864529734802,1260.4725,-0.0024753649779353237,Slight or No change
306,2018-08-07,1255.84,1252.01,1266.08,1251.8,2130000.0,8,2018,1144.543368210155,1256.4325,-0.004352548500392461,Slight or No change
307,2018-08-06,1237.67,1241.61,1242.46,1230.53,1110000.0,8,2018,1144.7413691438337,1238.0674999999999,-0.014468403618295156,Slight or No change
308,2018-08-03,1238.16,1245.18,1246.52,1229.42,1060000.0,8,2018,1144.9306596534084,1239.8200000000002,0.00039590520898147297,Slight or No change
309,2018-08-02,1241.13,1218.5,1244.41,1218.06,1740000.0,8,2018,1145.249570065091,1230.525,0.002398720682302846,Slight or No change
310,2018-08-01,1232.99,1239.11,1245.9,1224.94,1850000.0,8,2018,1145.5577403691532,1235.7350000000001,-0.006558539395550955,Slight or No change
311,2018-07-31,1227.22,1231.71,1241.21,1216.19,1970000.0,7,2018,1145.8620289368225,1229.0825,-0.00467968110041439,Slight or No change
312,2018-07-30,1230.04,1245.05,1252.89,1224.17,2190000.0,7,2018,1146.2092813885927,1238.0375000000001,0.0022978765013608182,Slight or No change
313,2018-07-27,1252.89,1289.12,1291.44,1244.49,2420000.0,7,2018,1146.6933744248183,1269.4850000000001,0.01857663165425527,Slight or No change
314,2018-07-26,1285.5,1267.18,1287.4,1263.0,2730000.0,7,2018,1147.400314939947,1275.77,0.026027823671671113,Slight or No change
315,2018-07-25,1275.94,1252.62,1278.24,1249.05,2580000.0,7,2018,1148.0160326623804,1263.9625,-0.007436795021392384,Slight or No change
316,2018-07-24,1258.15,1271.0,1275.0,1244.14,5380000.0,7,2018,1149.1052430668533,1262.0725,-0.01394266188065263,Slight or No change
317,2018-07-23,1211.0,1195.66,1215.1,1192.01,3270000.0,7,2018,1149.4750772512455,1203.4424999999999,-0.03747565870524194,Slight or No change
318,2018-07-20,1197.88,1199.24,1210.77,1196.59,1900000.0,7,2018,1149.64254970436,1201.12,-0.010834021469859567,Slight or No change
319,2018-07-19,1199.1,1206.65,1216.48,1197.73,1920000.0,7,2018,1149.8148624692394,1204.99,0.001018465956523107,Slight or No change
320,2018-07-18,1212.91,1208.53,1221.59,1204.56,1950000.0,7,2018,1150.037337340245,1211.8975,0.011516971061629633,Slight or No change
321,2018-07-17,1213.08,1182.74,1218.76,1182.0,2009999.9999999998,7,2018,1150.2656371121216,1199.145,0.00014015879166628942,Slight or No change
322,2018-07-16,1196.51,1203.81,1208.71,1193.4,1340000.0,7,2018,1150.3770130170494,1200.6075,-0.013659445378705337,Slight or No change
323,2018-07-13,1204.42,1202.8,1210.44,1195.29,1630000.0,7,2018,1150.5348773891728,1203.2375000000002,0.006610893348154345,Slight or No change
324,2018-07-12,1201.26,1174.86,1201.99,1173.1,2210000.0,7,2018,1150.7349814641034,1187.8024999999998,-0.002623669484067115,Slight or No change
325,2018-07-11,1171.46,1155.62,1180.44,1155.37,1660000.0,7,2018,1150.796210667211,1165.7224999999999,-0.024807285683365765,Slight or No change
326,2018-07-10,1167.14,1169.99,1173.5,1162.56,1070000.0,7,2018,1150.8272752751448,1168.2975000000001,-0.003687705939596664,Slight or No change
327,2018-07-09,1167.28,1160.0,1167.93,1157.23,1080000.0,7,2018,1150.85877875666,1163.1100000000001,0.00011995133402997737,Slight or No change
328,2018-07-06,1155.08,1141.77,1156.2,1137.24,1090000.0,7,2018,1150.8669206068193,1147.5725,-0.010451648276334713,Slight or No change
329,2018-07-05,1141.29,1124.6,1144.14,1123.12,1430000.0,7,2018,1150.842748035358,1133.2875,-0.01193856702566054,Slight or No change
330,2018-07-03,1116.28,1149.42,1149.91,1114.43,822390.0,7,2018,1150.792650419132,1132.51,-0.02191379929728643,Slight or No change
331,2018-07-02,1142.11,1115.35,1142.99,1106.6,1160000.0,7,2018,1150.7749348843085,1126.7624999999998,0.02313935571720349,Slight or No change
332,2018-06-29,1129.19,1132.31,1141.36,1127.02,1580000.0,6,2018,1150.7151148679225,1132.4699999999998,-0.011312395478544013,Slight or No change
333,2018-06-28,1126.78,1112.39,1134.0,1106.07,1490000.0,6,2018,1150.6527231522928,1119.81,-0.002134273240110285,Slight or No change
334,2018-06-27,1116.94,1136.0,1146.21,1116.7,1730000.0,6,2018,1150.5509969944715,1128.9625,-0.008732849358348505,Slight or No change
335,2018-06-26,1132.62,1144.14,1146.87,1129.0,1730000.0,6,2018,1150.4970540361396,1138.1575,0.014038354790767427,Slight or No change
336,2018-06-25,1139.28,1155.0,1155.99,1119.9,2880000.0,6,2018,1150.4411573657885,1142.5425,0.005880171637442366,Slight or No change
337,2018-06-22,1169.29,1171.49,1175.0,1159.65,1710000.0,6,2018,1150.4967621755113,1168.8575,0.02634119794958223,Slight or No change
338,2018-06-21,1169.44,1185.51,1190.33,1163.48,2250000.0,6,2018,1150.570008490927,1177.19,0.00012828297513878262,Slight or No change
339,2018-06-20,1184.07,1183.3,1201.49,1182.03,2580000.0,6,2018,1150.717882609751,1187.7224999999999,0.012510261321658112,Slight or No change
340,2018-06-19,1178.69,1170.11,1182.81,1161.61,2360000.0,6,2018,1150.830372908128,1173.305,-0.0045436502909455,Slight or No change
341,2018-06-18,1183.58,1152.69,1184.13,1151.0,1650000.0,6,2018,1150.92219531136,1167.85,0.004148673527390567,Slight or No change
342,2018-06-15,1159.27,1159.92,1163.91,1153.69,2220000.0,6,2018,1150.9535677573087,1159.1975000000002,-0.020539380523496464,Slight or No change
343,2018-06-14,1160.11,1152.21,1165.99,1150.6,1770000.0,6,2018,1150.9809219129775,1157.2275,0.0007245939254876266,Slight or No change
344,2018-06-13,1144.23,1152.28,1155.64,1143.38,1720000.0,6,2018,1150.961380482682,1148.8825000000002,-0.013688357138547103,Slight or No change
345,2018-06-12,1148.19,1141.02,1148.75,1141.02,1300000.0,6,2018,1150.955330484976,1144.745,0.0034608426627513733,Slight or No change
346,2018-06-11,1140.9,1132.94,1147.74,1131.4,1240000.0,6,2018,1150.934436063121,1138.245,-0.006349123402921042,Slight or No change
347,2018-06-08,1132.71,1131.21,1138.78,1123.23,1360000.0,6,2018,1150.892996355296,1131.4825,-0.007178543255324743,Slight or No change
348,2018-06-07,1134.42,1144.58,1145.87,1126.12,1810000.0,6,2018,1150.8432956486206,1137.7475,0.0015096538390233505,Slight or No change
349,2018-06-06,1146.95,1152.77,1154.71,1136.32,1750000.0,6,2018,1150.831971598342,1147.6875,0.011045291867209706,Slight or No change
350,2018-06-05,1151.02,1154.66,1161.1,1147.46,1650000.0,6,2018,1150.8324858365916,1153.56,0.0035485417847334055,Slight or No change
351,2018-06-04,1153.04,1138.5,1157.86,1137.0,2240000.0,6,2018,1150.8406516418772,1146.6,0.0017549651613351092,Slight or No change
352,2018-06-01,1135.0,1112.87,1138.16,1112.01,3160000.0,6,2018,1150.7584184374955,1124.51,-0.01564559772427665,Slight or No change
353,2018-05-31,1100.0,1082.0,1110.0,1078.0,3970000.0,5,2018,1150.4295195344505,1092.5,-0.03083700440528636,Slight or No change
354,2018-05-30,1077.47,1073.48,1078.99,1066.55,1430000.0,5,2018,1150.259628922974,1074.1225,-0.020481818181818157,Slight or No change
355,2018-05-29,1068.07,1076.0,1081.34,1063.08,1800000.0,5,2018,1150.0194306820404,1072.1225,-0.008724140811345205,Slight or No change
356,2018-05-25,1084.08,1086.55,1089.57,1082.6,1110000.0,5,2018,1149.9008083416988,1085.6999999999998,0.014989654236145622,Slight or No change
357,2018-05-24,1085.45,1086.9,1087.12,1072.3,1030000.0,5,2018,1149.7933996209097,1082.9425,0.0012637443731091658,Slight or No change
358,2018-05-23,1085.96,1070.0,1088.0,1066.96,1190000.0,5,2018,1149.6707309950316,1077.73,0.0004698512137824018,Slight or No change
359,2018-05-22,1075.31,1089.8,1091.8,1072.26,1110000.0,5,2018,1149.537677154929,1082.2925,-0.009806991049394198,Slight or No change
360,2018-05-21,1084.01,1079.0,1093.3,1078.0,1260000.0,5,2018,1149.4048536605874,1083.5775,0.008090690126568267,Slight or No change
361,2018-05-18,1069.64,1066.0,1073.73,1064.68,1770000.0,5,2018,1149.1783738166812,1068.5125,-0.01325633527365977,Slight or No change
362,2018-05-17,1081.26,1081.46,1091.0,1076.42,1290000.0,5,2018,1149.0381170162389,1082.535,0.010863468082719319,Slight or No change
363,2018-05-16,1084.09,1085.09,1094.38,1081.63,1280000.0,5,2018,1148.9053058828797,1086.2975000000001,0.002617316834063965,Slight or No change
364,2018-05-15,1084.87,1096.9,1099.12,1078.78,1790000.0,5,2018,1148.722710279726,1089.9175,0.0007194974586981484,Slight or No change
365,2018-05-14,1106.6,1105.57,1118.15,1104.8,1970000.0,5,2018,1148.5909332998704,1108.78,0.020030049683372297,Slight or No change
366,2018-05-11,1103.38,1100.41,1109.01,1097.22,1530000.0,5,2018,1148.4813516071697,1102.505,-0.0029098138442072985,Slight or No change
367,2018-05-10,1105.47,1095.0,1109.41,1093.88,1820000.0,5,2018,1148.357697876328,1100.94,0.0018941797023690476,Slight or No change
368,2018-05-09,1088.95,1064.1,1094.0,1062.11,2360000.0,5,2018,1148.1370542054417,1077.29,-0.0149438700281328,Slight or No change
369,2018-05-08,1058.59,1064.62,1065.23,1051.64,1300000.0,5,2018,1147.9542257470107,1060.02,-0.027880067955370014,Slight or No change
370,2018-05-07,1059.46,1053.89,1065.0,1050.27,1720000.0,5,2018,1147.715817688291,1057.1550000000002,0.0008218479297934511,Slight or No change
371,2018-05-04,1051.0,1019.61,1051.88,1018.05,1840000.0,5,2018,1147.437882815872,1035.135,-0.007985200007551096,Slight or No change
372,2018-05-03,1026.3,1025.37,1030.69,1007.89,1960000.0,5,2018,1147.0681939651329,1022.5625,-0.02350142721217896,Slight or No change
373,2018-05-02,1026.05,1034.0,1043.98,1023.16,1730000.0,5,2018,1146.743085113118,1031.7975000000001,-0.00024359349118197038,Slight or No change
374,2018-05-01,1040.75,1016.3,1041.73,1010.61,1770000.0,5,2018,1146.4525552520104,1027.3475,0.014326787193606583,Slight or No change
375,2018-04-30,1018.58,1034.42,1038.37,1018.3,1720000.0,4,2018,1146.1128591838547,1027.4175,-0.021301945712226766,Slight or No change
376,2018-04-27,1031.45,1045.54,1051.69,1027.59,2040000.0,4,2018,1145.752719102178,1039.0674999999999,0.012635237291130696,Slight or No change
377,2018-04-26,1043.31,1033.22,1052.02,1020.45,2550000.0,4,2018,1145.352094083327,1037.25,0.011498376072519134,Slight or No change
378,2018-04-25,1022.99,1029.75,1036.07,1017.01,2890000.0,4,2018,1144.8121597712852,1026.455,-0.019476473914752046,Slight or No change
379,2018-04-24,1022.64,1059.2,1064.49,1012.86,6410000.0,4,2018,1143.6280372412652,1039.7975,-0.00034213433171392804,Slight or No change
380,2018-04-23,1073.81,1082.98,1088.0,1066.68,3480000.0,4,2018,1143.2625821603115,1077.8675,0.05003715872643344,Slight or No change
381,2018-04-20,1077.32,1084.27,1094.75,1072.1,2120000.0,4,2018,1143.052974923123,1082.1100000000001,0.0032687346923572225,Slight or No change
382,2018-04-19,1089.45,1069.02,1097.51,1069.02,1990000.0,4,2018,1142.8935146325591,1081.25,0.011259421527494151,Slight or No change
